distance,automaton,num_traces,num_states,num_states_unreachable,percent_states_unreachable,num_glitches,percent_glitches,mean_glitch_trans_freq,median_glitch_trans_freq,min_glitch_trans_freq,max_glitch_trans_freq,mean_dominant_trans_freq,median_dominant_trans_freq,max_dominant_trans_freq,min_dominant_trans_freq,glitched_delta_freq,dominant_delta_freq
-3,cbda0f48b40b44669804390b376acbef,16,,,,,,,,,,,,,,,
-2,cbda0f48b40b44669804390b376acbef,16,2,0,0.0,3,3.75,3.0,3.0,3,3,15.25,16.0,17,12,[3],"[15, 17, 12, 17]"
-1,cbda0f48b40b44669804390b376acbef,16,3,1,33.33333333333333,3,3.75,1.5,1.5,1,2,10.166666666666666,13.5,17,0,"[2, 1]","[15, 12, 0, 1, 17, 16]"
0,cbda0f48b40b44669804390b376acbef,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,8.5,12,3,[],"[12, 8, 12, 3, 9, 9, 3, 8]"
1,cbda0f48b40b44669804390b376acbef,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,6.0,12,3,[],"[3, 12, 3, 8, 8, 6, 3, 6, 12, 3]"
2,cbda0f48b40b44669804390b376acbef,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,4.0,12,1,[],"[12, 2, 3, 9, 9, 12, 1, 3, 1, 5, 2, 5]"
3,cbda0f48b40b44669804390b376acbef,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,4.0,8,3,[],"[8, 3, 8, 3, 4, 4, 4, 6, 3, 6, 3, 4, 4, 4]"
-3,6e6f4124a572433c9490f457e86c2e93,16,,,,,,,,,,,,,,,
-2,6e6f4124a572433c9490f457e86c2e93,16,2,0,0.0,16,20.0,5.333333333333333,6.0,4,6,12.0,13.0,14,8,"[4, 6, 6]","[14, 8, 14, 12]"
-1,6e6f4124a572433c9490f457e86c2e93,16,3,0,0.0,4,5.0,4.0,4.0,4,4,10.0,10.0,14,6,[4],"[12, 6, 8, 6, 14, 14]"
0,6e6f4124a572433c9490f457e86c2e93,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,7.0,14,4,[],"[8, 4, 8, 6, 6, 4, 14, 14]"
1,6e6f4124a572433c9490f457e86c2e93,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,6.0,10,4,[],"[8, 4, 6, 10, 4, 10, 6, 4, 8, 4]"
2,6e6f4124a572433c9490f457e86c2e93,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,5.0,8,2,[],"[8, 6, 4, 2, 4, 4, 8, 6, 4, 8, 8, 2]"
3,6e6f4124a572433c9490f457e86c2e93,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,4.0,8,0,[],"[8, 6, 4, 2, 8, 4, 0, 8, 6, 4, 8, 2, 4, 0]"
-3,dd9a3405eb054aeb9ca3cf48a5598c46,16,,,,,,,,,,,,,,,
-2,dd9a3405eb054aeb9ca3cf48a5598c46,16,2,1,50.0,8,10.0,8.0,8.0,8,8,14.0,12.0,29,3,[8],"[3, 21, 3, 29]"
-1,dd9a3405eb054aeb9ca3cf48a5598c46,16,3,0,0.0,6,7.5,1.2,1.0,1,2,9.666666666666666,7.0,19,3,"[1, 2, 1, 1, 1]","[8, 6, 3, 19, 3, 19]"
0,dd9a3405eb054aeb9ca3cf48a5598c46,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,7.0,15,3,[],"[8, 15, 6, 8, 3, 15, 3, 6]"
1,dd9a3405eb054aeb9ca3cf48a5598c46,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,6.0,10,3,[],"[6, 5, 10, 8, 3, 5, 3, 6, 10, 8]"
2,dd9a3405eb054aeb9ca3cf48a5598c46,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,5.0,11,1,[],"[7, 6, 11, 3, 6, 4, 4, 7, 3, 1, 11, 1]"
3,dd9a3405eb054aeb9ca3cf48a5598c46,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,4.0,9,2,[],"[6, 4, 3, 2, 5, 9, 4, 3, 3, 6, 5, 2, 3, 9]"
-3,4735cbb76a6e434c82727f60bfa6975f,16,,,,,,,,,,,,,,,
-2,4735cbb76a6e434c82727f60bfa6975f,16,2,0,0.0,21,26.25,7.0,8.0,5,8,10.75,12.0,12,7,"[8, 5, 8]","[7, 12, 12, 12]"
-1,4735cbb76a6e434c82727f60bfa6975f,16,3,0,0.0,9,11.25,4.5,4.5,4,5,9.166666666666666,8.0,12,7,"[4, 5]","[8, 8, 8, 7, 12, 12]"
0,4735cbb76a6e434c82727f60bfa6975f,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,7.5,12,5,[],"[5, 5, 8, 7, 8, 12, 12, 7]"
1,4735cbb76a6e434c82727f60bfa6975f,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,7.0,8,4,[],"[5, 8, 4, 8, 7, 4, 8, 5, 8, 7]"
2,4735cbb76a6e434c82727f60bfa6975f,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,5.0,12,2,[],"[5, 12, 5, 2, 2, 5, 3, 12, 3, 5, 5, 5]"
3,4735cbb76a6e434c82727f60bfa6975f,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,5.0,10,0,[],"[2, 0, 6, 10, 7, 2, 7, 5, 10, 2, 0, 2, 5, 6]"
-3,63704ae99c6644c9b8e4cc5f582ad47c,16,,,,,,,,,,,,,,,
-2,63704ae99c6644c9b8e4cc5f582ad47c,16,2,1,50.0,2,2.5,2.0,2.0,2,2,15.5,15.0,31,1,[2],"[1, 31, 29, 1]"
-1,63704ae99c6644c9b8e4cc5f582ad47c,16,3,2,66.66666666666666,2,2.5,2.0,2.0,2,2,10.333333333333334,1.5,29,0,[2],"[2, 1, 0, 1, 29, 29]"
0,63704ae99c6644c9b8e4cc5f582ad47c,16,4,0,0.0,1,1.25,1.0,1.0,1,1,7.875,5.5,20,1,[1],"[2, 3, 1, 8, 1, 8, 20, 20]"
1,63704ae99c6644c9b8e4cc5f582ad47c,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,6.0,12,1,[],"[11, 2, 6, 12, 6, 11, 12, 1, 2, 1]"
2,63704ae99c6644c9b8e4cc5f582ad47c,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,4.5,12,1,[],"[4, 12, 8, 2, 12, 8, 5, 1, 4, 1, 5, 2]"
3,63704ae99c6644c9b8e4cc5f582ad47c,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,4.0,11,1,[],"[1, 11, 6, 11, 5, 4, 3, 3, 2, 5, 6, 4, 1, 2]"
-3,66833b4ea20246649cfabe13b77ffbf2,16,,,,,,,,,,,,,,,
-2,66833b4ea20246649cfabe13b77ffbf2,16,2,0,0.0,13,16.25,6.5,6.5,3,10,12.75,11.0,22,7,"[10, 3]","[22, 7, 10, 12]"
-1,66833b4ea20246649cfabe13b77ffbf2,16,3,0,0.0,4,5.0,2.0,2.0,1,3,10.0,9.5,13,7,"[1, 3]","[7, 13, 9, 12, 9, 10]"
0,66833b4ea20246649cfabe13b77ffbf2,16,4,0,0.0,1,1.25,1.0,1.0,1,1,7.875,8.0,13,3,[1],"[7, 3, 13, 12, 9, 3, 7, 9]"
1,66833b4ea20246649cfabe13b77ffbf2,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,7.0,12,3,[],"[7, 7, 3, 7, 12, 3, 12, 3, 7, 3]"
2,66833b4ea20246649cfabe13b77ffbf2,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,5.0,12,1,[],"[7, 1, 7, 3, 2, 7, 1, 12, 2, 12, 3, 7]"
3,66833b4ea20246649cfabe13b77ffbf2,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,3.0,10,2,[],"[7, 2, 5, 2, 3, 3, 2, 5, 2, 10, 10, 3, 7, 3]"
-3,805822cf7bbe4712ab45ef95117edfa1,16,,,,,,,,,,,,,,,
-2,805822cf7bbe4712ab45ef95117edfa1,16,2,1,50.0,12,15.0,12.0,12.0,12,12,13.0,10.0,28,4,[12],"[4, 16, 28, 4]"
-1,805822cf7bbe4712ab45ef95117edfa1,16,3,0,0.0,2,2.5,2.0,2.0,2,2,10.333333333333334,13.0,14,4,[2],"[4, 14, 14, 12, 4, 14]"
0,805822cf7bbe4712ab45ef95117edfa1,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,8.0,12,4,[],"[4, 12, 4, 4, 12, 12, 12, 4]"
1,805822cf7bbe4712ab45ef95117edfa1,16,5,1,20.0,0,0.0,nan,nan,nan,nan,6.4,4.0,12,0,[],"[0, 4, 0, 12, 4, 12, 12, 4, 12, 4]"
2,805822cf7bbe4712ab45ef95117edfa1,16,6,1,16.666666666666664,0,0.0,nan,nan,nan,nan,5.333333333333333,4.0,12,0,[],"[4, 10, 2, 0, 10, 4, 2, 12, 12, 0, 4, 4]"
3,805822cf7bbe4712ab45ef95117edfa1,16,7,1,14.285714285714285,0,0.0,nan,nan,nan,nan,4.571428571428571,4.0,9,0,[],"[0, 2, 0, 8, 2, 4, 8, 9, 2, 7, 4, 9, 2, 7]"
-3,3b5b7bdd238a419aaeb103cec3c9f2df,16,,,,,,,,,,,,,,,
-2,3b5b7bdd238a419aaeb103cec3c9f2df,16,2,0,0.0,1,1.25,1.0,1.0,1,1,15.75,15.5,20,12,[1],"[19, 12, 20, 12]"
-1,3b5b7bdd238a419aaeb103cec3c9f2df,16,3,1,33.33333333333333,1,1.25,1.0,1.0,1,1,10.5,11.5,20,0,[1],"[1, 19, 12, 11, 20, 0]"
0,3b5b7bdd238a419aaeb103cec3c9f2df,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,6.0,19,1,[],"[19, 1, 3, 9, 9, 19, 3, 1]"
1,3b5b7bdd238a419aaeb103cec3c9f2df,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,8.0,11,1,[],"[11, 8, 9, 8, 1, 11, 9, 3, 3, 1]"
2,3b5b7bdd238a419aaeb103cec3c9f2df,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,5.5,9,1,[],"[9, 6, 8, 1, 5, 9, 6, 5, 8, 1, 3, 3]"
3,3b5b7bdd238a419aaeb103cec3c9f2df,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,4.0,8,1,[],"[7, 8, 1, 4, 1, 8, 1, 3, 8, 4, 1, 3, 7, 8]"
-3,06824c5b688046f5acbf8a4ffd6df1e0,16,,,,,,,,,,,,,,,
-2,06824c5b688046f5acbf8a4ffd6df1e0,16,2,0,0.0,7,8.75,7.0,7.0,7,7,14.25,13.0,19,12,[7],"[12, 19, 13, 13]"
-1,06824c5b688046f5acbf8a4ffd6df1e0,16,3,0,0.0,2,2.5,2.0,2.0,2,2,10.333333333333334,12.0,13,5,[2],"[5, 12, 13, 7, 13, 12]"
0,06824c5b688046f5acbf8a4ffd6df1e0,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,7.5,13,4,[],"[4, 7, 7, 13, 8, 13, 8, 4]"
1,06824c5b688046f5acbf8a4ffd6df1e0,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,5.0,13,2,[],"[5, 4, 4, 8, 5, 13, 8, 13, 2, 2]"
2,06824c5b688046f5acbf8a4ffd6df1e0,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,5.5,10,1,[],"[5, 1, 6, 3, 3, 1, 7, 10, 6, 10, 5, 7]"
3,06824c5b688046f5acbf8a4ffd6df1e0,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,2.0,13,1,[],"[5, 2, 5, 1, 13, 1, 2, 2, 1, 13, 8, 2, 8, 1]"
-3,f9916d9a4382401bb2a7deac0451fae9,16,,,,,,,,,,,,,,,
-2,f9916d9a4382401bb2a7deac0451fae9,16,2,0,0.0,17,21.25,8.5,8.5,7,10,11.75,11.0,17,8,"[7, 10]","[14, 17, 8, 8]"
-1,f9916d9a4382401bb2a7deac0451fae9,16,3,0,0.0,2,2.5,1.0,1.0,1,1,10.333333333333334,8.5,16,7,"[1, 1]","[14, 9, 7, 16, 8, 8]"
0,f9916d9a4382401bb2a7deac0451fae9,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,7.5,14,3,[],"[14, 14, 8, 7, 3, 8, 3, 7]"
1,f9916d9a4382401bb2a7deac0451fae9,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,7.0,11,3,[],"[11, 11, 3, 3, 3, 8, 8, 7, 7, 3]"
2,f9916d9a4382401bb2a7deac0451fae9,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,5.0,11,1,[],"[11, 1, 3, 1, 7, 7, 3, 3, 3, 7, 11, 7]"
3,f9916d9a4382401bb2a7deac0451fae9,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,6.0,8,1,[],"[8, 7, 6, 2, 1, 1, 2, 7, 6, 2, 6, 6, 8, 2]"
-3,ce365f119495474b91e60b93d15dbbff,16,,,,,,,,,,,,,,,
-2,ce365f119495474b91e60b93d15dbbff,16,2,0,0.0,8,10.0,4.0,4.0,2,6,14.0,15.0,16,10,"[6, 2]","[16, 16, 10, 14]"
-1,ce365f119495474b91e60b93d15dbbff,16,3,0,0.0,2,2.5,2.0,2.0,2,2,10.333333333333334,10.0,16,6,[2],"[6, 16, 6, 14, 10, 10]"
0,ce365f119495474b91e60b93d15dbbff,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,8.0,14,2,[],"[6, 14, 2, 2, 14, 10, 6, 10]"
1,ce365f119495474b91e60b93d15dbbff,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,6.0,11,2,[],"[2, 6, 11, 6, 3, 11, 2, 3, 10, 10]"
2,ce365f119495474b91e60b93d15dbbff,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,4.0,13,1,[],"[2, 9, 6, 1, 6, 13, 13, 1, 2, 9, 1, 1]"
3,ce365f119495474b91e60b93d15dbbff,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,3.0,12,0,[],"[2, 12, 7, 2, 7, 0, 2, 0, 6, 2, 6, 3, 12, 3]"
-3,80dc41e210024bd48a627bb02fda5479,16,,,,,,,,,,,,,,,
-2,80dc41e210024bd48a627bb02fda5479,16,2,0,0.0,3,3.75,3.0,3.0,3,3,15.25,14.5,23,9,[3],"[20, 9, 23, 9]"
-1,80dc41e210024bd48a627bb02fda5479,16,3,1,33.33333333333333,3,3.75,1.5,1.5,1,2,10.166666666666666,8.5,23,0,"[1, 2]","[9, 0, 20, 8, 23, 1]"
0,80dc41e210024bd48a627bb02fda5479,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,9.0,11,3,[],"[9, 3, 9, 11, 9, 3, 9, 11]"
1,80dc41e210024bd48a627bb02fda5479,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,6.0,10,3,[],"[3, 4, 3, 6, 6, 10, 10, 9, 9, 4]"
2,80dc41e210024bd48a627bb02fda5479,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,4.5,9,3,[],"[3, 3, 3, 3, 6, 8, 3, 8, 9, 9, 6, 3]"
3,80dc41e210024bd48a627bb02fda5479,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,4.0,8,1,[],"[7, 4, 4, 3, 4, 7, 1, 5, 5, 1, 8, 8, 3, 4]"
-3,6c197ac3ab974ecca948dfa8abd77baa,16,,,,,,,,,,,,,,,
-2,6c197ac3ab974ecca948dfa8abd77baa,16,2,0,0.0,19,23.75,6.333333333333333,7.0,5,7,11.25,12.5,13,7,"[5, 7, 7]","[13, 7, 12, 13]"
-1,6c197ac3ab974ecca948dfa8abd77baa,16,3,0,0.0,5,6.25,5.0,5.0,5,5,9.833333333333334,9.5,13,7,[5],"[7, 7, 13, 12, 13, 7]"
0,6c197ac3ab974ecca948dfa8abd77baa,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,7.0,13,5,[],"[7, 5, 7, 7, 5, 13, 7, 13]"
1,6c197ac3ab974ecca948dfa8abd77baa,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,5.0,13,2,[],"[5, 7, 5, 5, 2, 13, 5, 2, 7, 13]"
2,6c197ac3ab974ecca948dfa8abd77baa,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,5.0,11,2,[],"[2, 7, 2, 5, 5, 11, 5, 5, 2, 2, 7, 11]"
3,6c197ac3ab974ecca948dfa8abd77baa,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,4.0,9,1,[],"[4, 7, 4, 5, 2, 9, 2, 7, 1, 9, 1, 4, 4, 5]"
-3,86e9324ad58c428585bc87725539a210,16,,,,,,,,,,,,,,,
-2,86e9324ad58c428585bc87725539a210,16,2,0,0.0,7,8.75,3.5,3.5,3,4,14.25,14.0,22,7,"[4, 3]","[18, 7, 22, 10]"
-1,86e9324ad58c428585bc87725539a210,16,3,0,0.0,4,5.0,2.0,2.0,1,3,10.0,8.0,18,4,"[3, 1]","[9, 18, 7, 5, 17, 4]"
0,86e9324ad58c428585bc87725539a210,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,5.5,18,3,[],"[7, 18, 7, 4, 3, 3, 18, 4]"
1,86e9324ad58c428585bc87725539a210,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,7.0,10,3,[],"[10, 8, 7, 8, 3, 10, 3, 7, 4, 4]"
2,86e9324ad58c428585bc87725539a210,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,4.5,9,3,[],"[5, 9, 3, 4, 7, 5, 4, 9, 3, 7, 4, 4]"
3,86e9324ad58c428585bc87725539a210,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,4.0,11,1,[],"[7, 4, 11, 1, 1, 7, 2, 4, 3, 3, 4, 2, 4, 11]"
-3,b47af7a49fc24bfab5ada71fefc0235f,16,,,,,,,,,,,,,,,
-2,b47af7a49fc24bfab5ada71fefc0235f,16,2,0,0.0,12,15.0,6.0,6.0,3,9,13.0,12.5,17,10,"[9, 3]","[17, 13, 12, 10]"
-1,b47af7a49fc24bfab5ada71fefc0235f,16,3,0,0.0,4,5.0,2.0,2.0,1,3,10.0,9.5,13,8,"[3, 1]","[9, 13, 12, 8, 8, 10]"
0,b47af7a49fc24bfab5ada71fefc0235f,16,4,0,0.0,1,1.25,1.0,1.0,1,1,7.875,8.0,13,2,[1],"[8, 2, 12, 13, 9, 8, 3, 8]"
1,b47af7a49fc24bfab5ada71fefc0235f,16,5,0,0.0,1,1.25,1.0,1.0,1,1,6.3,7.5,9,2,[1],"[5, 2, 8, 8, 9, 3, 4, 7, 8, 9]"
2,b47af7a49fc24bfab5ada71fefc0235f,16,6,0,0.0,1,1.25,1.0,1.0,1,1,5.25,4.0,13,1,[1],"[2, 8, 13, 6, 1, 1, 12, 3, 1, 8, 5, 3]"
3,b47af7a49fc24bfab5ada71fefc0235f,16,7,0,0.0,1,1.25,1.0,1.0,1,1,4.5,3.0,13,0,[1],"[5, 13, 1, 2, 12, 0, 3, 2, 5, 7, 0, 3, 7, 3]"
-3,1cb98513f0634e84b2055debac6723cb,16,,,,,,,,,,,,,,,
-2,1cb98513f0634e84b2055debac6723cb,16,2,0,0.0,21,26.25,7.0,8.0,5,8,10.75,11.5,13,7,"[8, 8, 5]","[13, 7, 12, 11]"
-1,1cb98513f0634e84b2055debac6723cb,16,3,0,0.0,5,6.25,2.5,2.5,1,4,9.833333333333334,9.5,13,7,"[4, 1]","[11, 13, 7, 8, 8, 12]"
0,1cb98513f0634e84b2055debac6723cb,16,4,0,0.0,1,1.25,1.0,1.0,1,1,7.875,8.0,13,3,[1],"[13, 8, 8, 11, 8, 3, 5, 7]"
1,1cb98513f0634e84b2055debac6723cb,16,5,1,20.0,1,1.25,1.0,1.0,1,1,6.3,7.5,13,0,[1],"[8, 3, 13, 7, 8, 4, 12, 0, 8, 0]"
2,1cb98513f0634e84b2055debac6723cb,16,6,0,0.0,1,1.25,1.0,1.0,1,1,5.25,5.0,8,4,[1],"[8, 8, 5, 4, 5, 4, 4, 4, 4, 5, 6, 6]"
3,1cb98513f0634e84b2055debac6723cb,16,7,1,14.285714285714285,1,1.25,1.0,1.0,1,1,4.5,4.5,8,0,[1],"[7, 4, 8, 5, 3, 8, 8, 0, 8, 4, 8, 0, 0, 0]"
-3,eb23d4efe90a49e4a86b34cf982df848,16,,,,,,,,,,,,,,,
-2,eb23d4efe90a49e4a86b34cf982df848,16,2,0,0.0,13,16.25,13.0,13.0,13,13,12.75,9.5,28,4,[13],"[5, 28, 4, 14]"
-1,eb23d4efe90a49e4a86b34cf982df848,16,3,0,0.0,3,3.75,1.5,1.5,1,2,10.166666666666666,11.0,16,4,"[1, 2]","[5, 14, 11, 4, 16, 11]"
0,eb23d4efe90a49e4a86b34cf982df848,16,4,0,0.0,1,1.25,1.0,1.0,1,1,7.875,7.0,13,4,[1],"[5, 7, 7, 4, 13, 12, 8, 7]"
1,eb23d4efe90a49e4a86b34cf982df848,16,5,0,0.0,1,1.25,1.0,1.0,1,1,6.3,6.0,13,2,[1],"[3, 2, 6, 2, 2, 8, 13, 12, 9, 6]"
2,eb23d4efe90a49e4a86b34cf982df848,16,6,1,16.666666666666664,1,1.25,1.0,1.0,1,1,5.25,5.0,13,0,[1],"[1, 2, 7, 2, 11, 7, 8, 0, 2, 13, 3, 7]"
3,eb23d4efe90a49e4a86b34cf982df848,16,7,0,0.0,1,1.25,1.0,1.0,1,1,4.5,2.5,10,2,[1],"[3, 8, 2, 2, 8, 2, 2, 10, 2, 9, 2, 6, 5, 2]"
-3,0019836de87747dc9e844a1255efbd11,16,,,,,,,,,,,,,,,
-2,0019836de87747dc9e844a1255efbd11,16,2,0,0.0,21,26.25,7.0,7.0,7,7,10.75,9.0,17,8,"[7, 7, 7]","[10, 8, 8, 17]"
-1,0019836de87747dc9e844a1255efbd11,16,3,0,0.0,7,8.75,7.0,7.0,7,7,9.5,8.0,17,7,[7],"[8, 7, 17, 7, 8, 10]"
0,0019836de87747dc9e844a1255efbd11,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,7.5,10,7,[],"[7, 7, 10, 7, 10, 7, 8, 8]"
1,0019836de87747dc9e844a1255efbd11,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,7.0,10,3,[],"[5, 7, 7, 3, 7, 10, 7, 3, 10, 5]"
2,0019836de87747dc9e844a1255efbd11,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,4.5,10,3,[],"[3, 3, 5, 7, 4, 10, 3, 10, 4, 5, 7, 3]"
3,0019836de87747dc9e844a1255efbd11,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,3.0,10,2,[],"[3, 10, 2, 7, 3, 10, 3, 4, 2, 3, 3, 7, 4, 3]"
-3,95d8b477873d426c8719c65e502e2197,16,,,,,,,,,,,,,,,
-2,95d8b477873d426c8719c65e502e2197,16,2,1,50.0,11,13.750000000000002,11.0,11.0,11,11,13.25,11.0,28,3,[11],"[3, 28, 18, 4]"
-1,95d8b477873d426c8719c65e502e2197,16,3,0,0.0,2,2.5,2.0,2.0,2,2,10.333333333333334,9.5,20,3,[2],"[4, 11, 3, 20, 16, 8]"
0,95d8b477873d426c8719c65e502e2197,16,4,0,0.0,1,1.25,1.0,1.0,1,1,7.875,6.5,16,3,[1],"[4, 11, 3, 3, 16, 9, 14, 3]"
1,95d8b477873d426c8719c65e502e2197,16,5,0,0.0,1,1.25,1.0,1.0,1,1,6.3,6.0,11,3,[1],"[4, 4, 5, 6, 8, 11, 6, 3, 7, 9]"
2,95d8b477873d426c8719c65e502e2197,16,6,1,16.666666666666664,1,1.25,1.0,1.0,1,1,5.25,5.5,11,0,[1],"[0, 3, 3, 4, 0, 8, 7, 11, 8, 7, 3, 9]"
3,95d8b477873d426c8719c65e502e2197,16,7,1,14.285714285714285,1,1.25,1.0,1.0,1,1,4.5,3.5,10,0,[1],"[3, 4, 3, 3, 2, 10, 9, 0, 4, 8, 5, 1, 8, 3]"
-3,1d36c646e91844f2ab8cab797ab5ecd1,16,,,,,,,,,,,,,,,
-2,1d36c646e91844f2ab8cab797ab5ecd1,16,2,0,0.0,13,16.25,6.5,6.5,6,7,12.75,12.5,19,7,"[7, 6]","[7, 12, 13, 19]"
-1,1d36c646e91844f2ab8cab797ab5ecd1,16,3,0,0.0,7,8.75,3.5,3.5,2,5,9.5,8.0,19,4,"[2, 5]","[7, 9, 4, 12, 19, 6]"
0,1d36c646e91844f2ab8cab797ab5ecd1,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,7.0,12,6,[],"[7, 7, 6, 7, 12, 7, 12, 6]"
1,1d36c646e91844f2ab8cab797ab5ecd1,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,6.0,12,3,[],"[7, 7, 6, 4, 4, 3, 12, 3, 12, 6]"
2,1d36c646e91844f2ab8cab797ab5ecd1,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,5.0,8,3,[],"[6, 4, 4, 4, 8, 6, 8, 3, 7, 7, 3, 4]"
3,1d36c646e91844f2ab8cab797ab5ecd1,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,4.0,12,1,[],"[4, 4, 1, 4, 2, 6, 3, 6, 12, 12, 3, 4, 2, 1]"
-3,ed308754a36149c392b12dfc27acd137,16,,,,,,,,,,,,,,,
-2,ed308754a36149c392b12dfc27acd137,16,,,,,,,,,,,,,,,
-1,ed308754a36149c392b12dfc27acd137,16,3,0,0.0,3,3.75,3.0,3.0,3,3,10.166666666666666,11.5,13,6,[3],"[10, 13, 13, 6, 6, 13]"
0,ed308754a36149c392b12dfc27acd137,16,4,0,0.0,0,0.0,nan,nan,nan,nan,8.0,8.0,13,3,[],"[10, 10, 3, 13, 6, 6, 13, 3]"
1,ed308754a36149c392b12dfc27acd137,16,5,0,0.0,0,0.0,nan,nan,nan,nan,6.4,6.0,11,2,[],"[3, 10, 2, 2, 3, 11, 10, 6, 11, 6]"
2,ed308754a36149c392b12dfc27acd137,16,6,0,0.0,0,0.0,nan,nan,nan,nan,5.333333333333333,5.5,8,3,[],"[6, 7, 3, 3, 6, 3, 7, 8, 8, 5, 3, 5]"
3,ed308754a36149c392b12dfc27acd137,16,7,0,0.0,0,0.0,nan,nan,nan,nan,4.571428571428571,3.0,8,2,[],"[7, 3, 6, 2, 3, 3, 7, 3, 3, 8, 8, 6, 2, 3]"
-3,7c762537d316464b8050053daf9d8277,16,,,,,,,,,,,,,,,
-2,7c762537d316464b8050053daf9d8277,16,,,,,,,,,,,,,,,
-1,7c762537d316464b8050053daf9d8277,16,3,1,33.33333333333333,11,13.750000000000002,3.6666666666666665,1.0,1,9,8.833333333333334,7.0,21,2,"[1, 1, 9]","[14, 2, 7, 7, 2, 21]"
0,7c762537d316464b8050053daf9d8277,16,4,0,0.0,2,2.5,1.0,1.0,1,1,7.75,7.0,14,2,"[1, 1]","[14, 2, 9, 7, 14, 2, 7, 7]"
1,7c762537d316464b8050053daf9d8277,16,5,1,20.0,2,2.5,1.0,1.0,1,1,6.2,7.0,14,0,"[1, 1]","[14, 2, 9, 0, 0, 7, 14, 2, 7, 7]"
2,7c762537d316464b8050053daf9d8277,16,6,0,0.0,2,2.5,1.0,1.0,1,1,5.166666666666667,3.5,14,0,"[1, 1]","[0, 7, 14, 7, 0, 2, 5, 2, 2, 7, 2, 14]"
