distance,automaton,num_traces,num_states,num_states_unreachable,percent_states_unreachable,num_glitches,percent_glitches,mean_glitch_trans_freq,median_glitch_trans_freq,min_glitch_trans_freq,max_glitch_trans_freq,mean_dominant_trans_freq,median_dominant_trans_freq,max_dominant_trans_freq,min_dominant_trans_freq,glitched_delta_freq,dominant_delta_freq
-3,21e370c24285403eb0db9f4c22ac66dd,81,,,,,,,,,,,,,,,
-2,21e370c24285403eb0db9f4c22ac66dd,81,,,,,,,,,,,,,,,
-1,21e370c24285403eb0db9f4c22ac66dd,81,3,0,0.0,28,6.91358024691358,14.0,14.0,14,14,32.888888888888886,24.0,64,20,"[14, 14]","[24, 50, 20, 50, 64, 24, 20, 24, 20]"
0,21e370c24285403eb0db9f4c22ac66dd,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,22.0,50,14,[],"[50, 24, 14, 50, 14, 20, 50, 24, 20, 24, 14, 20]"
1,21e370c24285403eb0db9f4c22ac66dd,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,20.0,31,14,[],"[31, 20, 24, 14, 14, 19, 20, 31, 19, 24, 20, 31, 24, 14, 19]"
2,21e370c24285403eb0db9f4c22ac66dd,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,17.0,27,9,[],"[20, 14, 9, 14, 27, 14, 14, 24, 9, 14, 20, 27, 24, 20, 9, 24, 14, 27]"
3,21e370c24285403eb0db9f4c22ac66dd,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,14.0,27,1,[],"[9, 13, 24, 20, 14, 9, 27, 24, 14, 1, 1, 1, 20, 9, 24, 13, 27, 20, 27, 14, 13]"
-3,e8c4fdd8145d4f4e8ffbae6085103acc,81,,,,,,,,,,,,,,,
-2,e8c4fdd8145d4f4e8ffbae6085103acc,81,,,,,,,,,,,,,,,
-1,e8c4fdd8145d4f4e8ffbae6085103acc,81,3,0,0.0,36,8.88888888888889,18.0,18.0,18,18,32.0,20.0,58,12,"[18, 18]","[38, 20, 20, 58, 12, 58, 12, 58, 12]"
0,e8c4fdd8145d4f4e8ffbae6085103acc,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,19.0,58,12,[],"[20, 18, 58, 12, 58, 18, 20, 58, 12, 20, 12, 18]"
1,e8c4fdd8145d4f4e8ffbae6085103acc,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,18.0,56,2,[],"[18, 12, 2, 2, 56, 12, 56, 18, 56, 2, 18, 20, 20, 20, 12]"
2,e8c4fdd8145d4f4e8ffbae6085103acc,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,12.5,56,2,[],"[20, 7, 5, 20, 5, 7, 18, 56, 2, 7, 2, 2, 20, 5, 56, 56, 18, 18]"
3,e8c4fdd8145d4f4e8ffbae6085103acc,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,9.0,55,3,[],"[55, 55, 16, 4, 18, 9, 9, 3, 3, 16, 3, 4, 18, 55, 9, 3, 18, 3, 16, 4, 3]"
-3,fc5b706b26fc4d538574bf5b8c1007cc,81,,,,,,,,,,,,,,,
-2,fc5b706b26fc4d538574bf5b8c1007cc,81,,,,,,,,,,,,,,,
-1,fc5b706b26fc4d538574bf5b8c1007cc,81,3,0,0.0,21,5.185185185185185,7.0,7.0,7,7,33.666666666666664,27.0,67,7,"[7, 7, 7]","[27, 27, 27, 7, 7, 67, 67, 7, 67]"
0,fc5b706b26fc4d538574bf5b8c1007cc,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,17.0,67,7,[],"[27, 7, 7, 27, 7, 67, 67, 27, 7, 7, 67, 7]"
1,fc5b706b26fc4d538574bf5b8c1007cc,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,7.0,67,1,[],"[27, 1, 27, 7, 1, 7, 27, 67, 6, 1, 67, 6, 7, 6, 67]"
2,fc5b706b26fc4d538574bf5b8c1007cc,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,6.0,67,2,[],"[7, 22, 22, 67, 2, 5, 5, 67, 5, 2, 7, 22, 5, 5, 5, 2, 7, 67]"
3,fc5b706b26fc4d538574bf5b8c1007cc,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,5.0,67,1,[],"[7, 21, 1, 5, 67, 21, 1, 1, 7, 5, 21, 5, 5, 2, 67, 2, 7, 5, 5, 2, 67]"
-3,c2e8296f005147d1a62e45fc0ab689ea,81,,,,,,,,,,,,,,,
-2,c2e8296f005147d1a62e45fc0ab689ea,81,,,,,,,,,,,,,,,
-1,c2e8296f005147d1a62e45fc0ab689ea,81,3,1,33.33333333333333,96,23.703703703703706,32.0,32.0,32,32,25.333333333333332,27.0,36,13,"[32, 32, 32]","[27, 13, 27, 36, 36, 13, 27, 13, 36]"
0,c2e8296f005147d1a62e45fc0ab689ea,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,29.5,36,13,[],"[36, 32, 36, 27, 13, 27, 13, 36, 27, 32, 32, 13]"
1,c2e8296f005147d1a62e45fc0ab689ea,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,22.0,36,5,[],"[5, 5, 36, 22, 13, 13, 22, 13, 32, 22, 32, 36, 36, 5, 32]"
2,c2e8296f005147d1a62e45fc0ab689ea,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,13.0,36,3,[],"[3, 11, 36, 13, 36, 13, 13, 13, 13, 32, 13, 32, 3, 3, 36, 11, 32, 11]"
3,c2e8296f005147d1a62e45fc0ab689ea,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,13.0,36,2,[],"[5, 36, 13, 5, 13, 13, 2, 36, 27, 12, 12, 12, 2, 5, 13, 2, 13, 13, 27, 36, 27]"
-3,c8e853efd076448e93c2058bb585bf8d,81,,,,,,,,,,,,,,,
-2,c8e853efd076448e93c2058bb585bf8d,81,,,,,,,,,,,,,,,
-1,c8e853efd076448e93c2058bb585bf8d,81,3,0,0.0,64,15.802469135802468,32.0,32.0,32,32,28.88888888888889,20.0,70,18,"[32, 32]","[20, 38, 70, 38, 20, 18, 18, 20, 18]"
0,c8e853efd076448e93c2058bb585bf8d,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,26.0,38,18,[],"[32, 20, 38, 18, 20, 32, 32, 38, 38, 18, 20, 18]"
1,c8e853efd076448e93c2058bb585bf8d,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,20.0,38,6,[],"[12, 32, 32, 38, 20, 32, 20, 12, 38, 38, 6, 6, 12, 20, 6]"
2,c8e853efd076448e93c2058bb585bf8d,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,14.0,38,2,[],"[2, 8, 38, 2, 8, 20, 20, 38, 38, 8, 32, 32, 2, 8, 8, 32, 8, 20]"
3,c8e853efd076448e93c2058bb585bf8d,81,7,1,14.285714285714285,0,0.0,nan,nan,nan,nan,15.428571428571429,11.0,38,0,[],"[11, 0, 32, 38, 32, 20, 1, 32, 11, 38, 6, 6, 1, 0, 38, 11, 0, 20, 6, 20, 1]"
-3,ab320d849e544febbfc192666a058454,81,,,,,,,,,,,,,,,
-2,ab320d849e544febbfc192666a058454,81,,,,,,,,,,,,,,,
-1,ab320d849e544febbfc192666a058454,81,3,0,0.0,30,7.4074074074074066,30.0,30.0,30,30,32.666666666666664,15.0,90,3,[30],"[3, 15, 90, 60, 90, 15, 15, 3, 3]"
0,ab320d849e544febbfc192666a058454,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,22.5,60,3,[],"[30, 3, 30, 60, 60, 15, 15, 3, 60, 15, 30, 3]"
1,ab320d849e544febbfc192666a058454,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,22.0,38,3,[],"[3, 30, 38, 22, 38, 15, 22, 15, 15, 3, 30, 38, 22, 30, 3]"
2,ab320d849e544febbfc192666a058454,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,17.0,30,3,[],"[19, 3, 15, 26, 26, 26, 15, 30, 15, 15, 3, 30, 30, 15, 19, 15, 19, 3]"
3,ab320d849e544febbfc192666a058454,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,15.0,42,0,[],"[30, 42, 3, 30, 3, 3, 0, 0, 15, 15, 15, 15, 3, 3, 0, 3, 42, 15, 15, 42, 30]"
-3,eecc2e9a36ad42449516f98856178d1d,81,,,,,,,,,,,,,,,
-2,eecc2e9a36ad42449516f98856178d1d,81,,,,,,,,,,,,,,,
-1,eecc2e9a36ad42449516f98856178d1d,81,3,0,0.0,30,7.4074074074074066,10.0,10.0,10,10,32.666666666666664,24.0,54,20,"[10, 10, 10]","[24, 54, 20, 24, 54, 20, 20, 54, 24]"
0,eecc2e9a36ad42449516f98856178d1d,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,22.0,54,10,[],"[24, 24, 54, 24, 10, 54, 20, 20, 54, 10, 20, 10]"
1,eecc2e9a36ad42449516f98856178d1d,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,20.0,34,10,[],"[24, 34, 34, 20, 24, 10, 20, 20, 34, 10, 20, 24, 20, 20, 10]"
2,eecc2e9a36ad42449516f98856178d1d,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,13.5,53,1,[],"[17, 7, 20, 1, 10, 53, 7, 10, 1, 20, 53, 53, 17, 1, 10, 17, 7, 20]"
3,eecc2e9a36ad42449516f98856178d1d,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,10.0,51,1,[],"[1, 19, 19, 3, 7, 17, 1, 10, 7, 51, 7, 51, 3, 19, 17, 10, 1, 17, 10, 51, 3]"
-3,4e44ffb5909b44e39ceebb88253c219b,81,,,,,,,,,,,,,,,
-2,4e44ffb5909b44e39ceebb88253c219b,81,,,,,,,,,,,,,,,
-1,4e44ffb5909b44e39ceebb88253c219b,81,3,0,0.0,66,16.296296296296298,22.0,22.0,22,22,28.666666666666668,22.0,42,22,"[22, 22, 22]","[22, 22, 42, 22, 22, 42, 22, 42, 22]"
0,4e44ffb5909b44e39ceebb88253c219b,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,22.0,42,22,[],"[22, 22, 22, 22, 42, 22, 42, 22, 22, 42, 22, 22]"
1,4e44ffb5909b44e39ceebb88253c219b,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,22.0,42,5,[],"[5, 22, 17, 22, 17, 17, 22, 42, 22, 5, 42, 22, 42, 22, 5]"
2,4e44ffb5909b44e39ceebb88253c219b,81,6,1,16.666666666666664,0,0.0,nan,nan,nan,nan,18.0,19.5,42,0,[],"[5, 0, 17, 17, 0, 0, 22, 17, 42, 42, 22, 5, 42, 22, 22, 5, 22, 22]"
3,4e44ffb5909b44e39ceebb88253c219b,81,7,1,14.285714285714285,0,0.0,nan,nan,nan,nan,15.428571428571429,16.0,42,0,[],"[16, 0, 5, 6, 17, 17, 16, 22, 5, 0, 6, 5, 16, 0, 22, 42, 42, 6, 42, 17, 22]"
-3,2f955ad7ce93495ab8f5dcf8a35a4b9b,81,,,,,,,,,,,,,,,
-2,2f955ad7ce93495ab8f5dcf8a35a4b9b,81,,,,,,,,,,,,,,,
-1,2f955ad7ce93495ab8f5dcf8a35a4b9b,81,3,0,0.0,36,8.88888888888889,36.0,36.0,36,36,32.0,15.0,81,12,[36],"[81, 81, 15, 12, 15, 45, 12, 15, 12]"
0,2f955ad7ce93495ab8f5dcf8a35a4b9b,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,25.5,45,12,[],"[36, 15, 45, 36, 15, 45, 12, 36, 45, 15, 12, 12]"
1,2f955ad7ce93495ab8f5dcf8a35a4b9b,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,15.0,45,9,[],"[27, 27, 15, 45, 15, 9, 45, 9, 12, 27, 45, 15, 12, 9, 12]"
2,2f955ad7ce93495ab8f5dcf8a35a4b9b,81,6,1,16.666666666666664,0,0.0,nan,nan,nan,nan,18.0,13.5,45,0,[],"[29, 12, 7, 12, 0, 0, 7, 7, 0, 15, 45, 12, 45, 15, 29, 45, 15, 29]"
3,2f955ad7ce93495ab8f5dcf8a35a4b9b,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,12.0,33,3,[],"[3, 12, 12, 3, 12, 12, 12, 33, 12, 3, 33, 19, 12, 19, 19, 17, 17, 33, 17, 12, 12]"
-3,30167793954245b1baec2c0fa746150f,81,,,,,,,,,,,,,,,
-2,30167793954245b1baec2c0fa746150f,81,,,,,,,,,,,,,,,
-1,30167793954245b1baec2c0fa746150f,81,3,0,0.0,8,1.9753086419753085,8.0,8.0,8,8,35.111111111111114,37.0,47,16,[8],"[47, 37, 24, 47, 37, 37, 16, 47, 24]"
0,30167793954245b1baec2c0fa746150f,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,26.5,47,8,[],"[47, 37, 8, 16, 47, 8, 37, 37, 16, 8, 47, 16]"
1,30167793954245b1baec2c0fa746150f,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,16.0,47,4,[],"[47, 37, 4, 16, 4, 47, 4, 37, 37, 16, 4, 16, 4, 4, 47]"
2,30167793954245b1baec2c0fa746150f,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,11.0,47,0,[],"[37, 47, 14, 2, 14, 47, 8, 2, 37, 37, 0, 2, 8, 0, 0, 8, 14, 47]"
3,30167793954245b1baec2c0fa746150f,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,4.0,47,1,[],"[37, 14, 4, 1, 4, 37, 4, 4, 4, 14, 1, 47, 1, 47, 4, 37, 47, 14, 1, 1, 1]"
-3,5d45afb2079c41209da8046829a6c50e,81,,,,,,,,,,,,,,,
-2,5d45afb2079c41209da8046829a6c50e,81,,,,,,,,,,,,,,,
-1,5d45afb2079c41209da8046829a6c50e,81,3,0,0.0,16,3.950617283950617,8.0,8.0,8,8,34.22222222222222,20.0,68,12,"[8, 8]","[20, 20, 20, 12, 68, 68, 20, 68, 12]"
0,5d45afb2079c41209da8046829a6c50e,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,16.0,68,8,[],"[8, 20, 8, 20, 68, 12, 12, 68, 12, 20, 8, 68]"
1,5d45afb2079c41209da8046829a6c50e,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,20.0,48,8,[],"[8, 20, 8, 12, 48, 8, 48, 48, 20, 20, 20, 20, 12, 20, 12]"
2,5d45afb2079c41209da8046829a6c50e,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,14.0,46,6,[],"[8, 20, 6, 6, 46, 12, 6, 46, 8, 46, 20, 16, 16, 20, 16, 8, 12, 12]"
3,5d45afb2079c41209da8046829a6c50e,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,12.0,33,5,[],"[5, 12, 20, 8, 12, 5, 12, 20, 8, 10, 5, 20, 10, 20, 33, 33, 33, 8, 20, 20, 10]"
-3,1fc4b1e6f0e84e849206de7b4e12d5a1,81,,,,,,,,,,,,,,,
-2,1fc4b1e6f0e84e849206de7b4e12d5a1,81,,,,,,,,,,,,,,,
-1,1fc4b1e6f0e84e849206de7b4e12d5a1,81,3,0,0.0,8,1.9753086419753085,8.0,8.0,8,8,35.111111111111114,35.0,53,20,[8],"[53, 53, 35, 35, 53, 20, 27, 20, 20]"
0,1fc4b1e6f0e84e849206de7b4e12d5a1,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,23.5,53,8,[],"[53, 8, 27, 8, 8, 20, 27, 53, 20, 53, 27, 20]"
1,1fc4b1e6f0e84e849206de7b4e12d5a1,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,20.0,48,5,[],"[5, 48, 8, 27, 5, 8, 8, 20, 27, 5, 20, 48, 48, 27, 20]"
2,1fc4b1e6f0e84e849206de7b4e12d5a1,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,15.5,40,2,[],"[40, 8, 13, 13, 8, 2, 8, 2, 40, 27, 18, 18, 40, 27, 27, 2, 18, 13]"
3,1fc4b1e6f0e84e849206de7b4e12d5a1,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,11.0,42,1,[],"[9, 1, 7, 1, 20, 11, 42, 18, 18, 18, 11, 20, 11, 9, 7, 9, 1, 42, 7, 42, 20]"
-3,2fba9de0cc3a4dd386f64e618e4a86c7,81,,,,,,,,,,,,,,,
-2,2fba9de0cc3a4dd386f64e618e4a86c7,81,,,,,,,,,,,,,,,
-1,2fba9de0cc3a4dd386f64e618e4a86c7,81,3,0,0.0,54,13.333333333333334,18.0,18.0,18,18,30.0,32.0,40,18,"[18, 18, 18]","[18, 32, 40, 32, 32, 40, 40, 18, 18]"
0,2fba9de0cc3a4dd386f64e618e4a86c7,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,25.0,40,18,[],"[18, 40, 32, 18, 32, 32, 40, 18, 18, 18, 18, 40]"
1,2fba9de0cc3a4dd386f64e618e4a86c7,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,18.0,35,5,[],"[18, 35, 32, 5, 18, 32, 32, 35, 5, 18, 18, 18, 5, 18, 35]"
2,2fba9de0cc3a4dd386f64e618e4a86c7,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,14.0,35,5,[],"[10, 8, 5, 35, 5, 8, 32, 32, 35, 32, 8, 18, 10, 10, 18, 18, 5, 35]"
3,2fba9de0cc3a4dd386f64e618e4a86c7,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,17.0,32,1,[],"[32, 17, 32, 32, 18, 8, 1, 8, 5, 5, 17, 1, 27, 27, 18, 18, 5, 27, 1, 8, 17]"
-3,f0af3e3e068f459eaa7adb5f950d6638,81,,,,,,,,,,,,,,,
-2,f0af3e3e068f459eaa7adb5f950d6638,81,,,,,,,,,,,,,,,
-1,f0af3e3e068f459eaa7adb5f950d6638,81,3,2,66.66666666666666,44,10.864197530864198,22.0,22.0,22,22,31.11111111111111,6.0,96,6,"[22, 22]","[96, 74, 74, 6, 6, 6, 6, 6, 6]"
0,f0af3e3e068f459eaa7adb5f950d6638,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,14.0,74,6,[],"[22, 22, 74, 74, 74, 6, 6, 6, 22, 6, 6, 6]"
1,f0af3e3e068f459eaa7adb5f950d6638,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,22.0,41,6,[],"[33, 41, 33, 22, 33, 22, 6, 6, 6, 6, 22, 41, 41, 6, 6]"
2,f0af3e3e068f459eaa7adb5f950d6638,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,14.0,47,5,[],"[5, 5, 47, 22, 22, 5, 47, 22, 22, 22, 6, 6, 6, 6, 22, 47, 6, 6]"
3,f0af3e3e068f459eaa7adb5f950d6638,81,7,1,14.285714285714285,0,0.0,nan,nan,nan,nan,15.428571428571429,13.0,32,0,[],"[6, 22, 32, 6, 29, 6, 0, 22, 6, 13, 6, 6, 22, 32, 29, 29, 13, 0, 32, 0, 13]"
-3,018c0349c18c4fa1bbb865174dada7f9,81,,,,,,,,,,,,,,,
-2,018c0349c18c4fa1bbb865174dada7f9,81,,,,,,,,,,,,,,,
-1,018c0349c18c4fa1bbb865174dada7f9,81,3,1,33.33333333333333,48,11.851851851851853,24.0,24.0,24,24,30.666666666666668,33.0,57,6,"[24, 24]","[6, 45, 33, 6, 45, 6, 57, 33, 45]"
0,018c0349c18c4fa1bbb865174dada7f9,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,28.5,45,6,[],"[6, 24, 33, 6, 24, 45, 6, 33, 33, 45, 24, 45]"
1,018c0349c18c4fa1bbb865174dada7f9,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,24.0,33,6,[],"[24, 16, 33, 16, 6, 24, 29, 6, 29, 33, 6, 33, 16, 24, 29]"
2,018c0349c18c4fa1bbb865174dada7f9,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,16.5,33,6,[],"[33, 24, 9, 9, 27, 9, 33, 6, 9, 24, 9, 6, 6, 27, 33, 27, 9, 24]"
3,018c0349c18c4fa1bbb865174dada7f9,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,9.0,33,3,[],"[3, 24, 6, 24, 26, 3, 6, 33, 9, 6, 3, 33, 24, 33, 9, 7, 9, 7, 7, 26, 26]"
-3,f372abb749734c3bab355ef244eeaf73,81,,,,,,,,,,,,,,,
-2,f372abb749734c3bab355ef244eeaf73,81,,,,,,,,,,,,,,,
-1,f372abb749734c3bab355ef244eeaf73,81,3,0,0.0,70,17.28395061728395,35.0,35.0,35,35,28.22222222222222,18.0,77,13,"[35, 35]","[13, 18, 42, 18, 13, 18, 42, 77, 13]"
0,f372abb749734c3bab355ef244eeaf73,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,26.5,42,13,[],"[13, 18, 42, 18, 35, 13, 35, 18, 42, 35, 13, 42]"
1,f372abb749734c3bab355ef244eeaf73,81,5,1,20.0,0,0.0,nan,nan,nan,nan,21.6,18.0,42,0,[],"[35, 18, 0, 42, 13, 35, 0, 13, 18, 13, 42, 42, 35, 18, 0]"
2,f372abb749734c3bab355ef244eeaf73,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,12.5,42,2,[],"[4, 2, 35, 35, 9, 42, 42, 9, 42, 2, 2, 16, 35, 9, 16, 4, 16, 4]"
3,f372abb749734c3bab355ef244eeaf73,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,15.0,42,2,[],"[15, 4, 42, 15, 9, 2, 2, 16, 20, 16, 9, 9, 16, 4, 2, 20, 42, 42, 20, 15, 4]"
-3,a22bcbb9be4a4b0895e8eec5fd6f3662,81,,,,,,,,,,,,,,,
-2,a22bcbb9be4a4b0895e8eec5fd6f3662,81,,,,,,,,,,,,,,,
-1,a22bcbb9be4a4b0895e8eec5fd6f3662,81,3,0,0.0,28,6.91358024691358,14.0,14.0,14,14,32.888888888888886,32.0,59,17,"[14, 14]","[32, 45, 17, 45, 59, 17, 17, 32, 32]"
0,a22bcbb9be4a4b0895e8eec5fd6f3662,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,24.5,45,14,[],"[14, 32, 45, 17, 14, 45, 17, 17, 32, 45, 14, 32]"
1,a22bcbb9be4a4b0895e8eec5fd6f3662,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,17.0,45,4,[],"[4, 14, 28, 14, 45, 17, 45, 17, 17, 28, 4, 45, 4, 14, 28]"
2,a22bcbb9be4a4b0895e8eec5fd6f3662,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,16.0,40,5,[],"[17, 5, 40, 15, 14, 17, 40, 17, 5, 17, 15, 17, 5, 40, 17, 14, 14, 15]"
3,a22bcbb9be4a4b0895e8eec5fd6f3662,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,14.0,27,4,[],"[4, 27, 4, 13, 4, 27, 5, 14, 27, 14, 14, 18, 18, 5, 27, 13, 5, 27, 27, 18, 13]"
-3,40c79e04b3c74c50924cbc222bacc889,81,,,,,,,,,,,,,,,
-2,40c79e04b3c74c50924cbc222bacc889,81,,,,,,,,,,,,,,,
-1,40c79e04b3c74c50924cbc222bacc889,81,3,1,33.33333333333333,60,14.814814814814813,20.0,20.0,20,20,29.333333333333332,22.0,54,12,"[20, 20, 20]","[54, 12, 54, 54, 12, 22, 22, 22, 12]"
0,40c79e04b3c74c50924cbc222bacc889,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,21.0,54,12,[],"[54, 12, 54, 12, 22, 20, 20, 20, 54, 22, 22, 12]"
1,40c79e04b3c74c50924cbc222bacc889,81,5,0,0.0,0,0.0,nan,nan,nan,nan,21.6,16.0,54,6,[],"[54, 16, 12, 54, 16, 6, 16, 20, 6, 12, 54, 20, 6, 12, 20]"
2,40c79e04b3c74c50924cbc222bacc889,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,14.0,43,6,[],"[12, 43, 11, 43, 6, 6, 16, 11, 11, 20, 6, 12, 43, 20, 16, 16, 12, 20]"
3,40c79e04b3c74c50924cbc222bacc889,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,13.0,30,8,[],"[8, 20, 12, 20, 12, 12, 8, 9, 8, 30, 13, 13, 13, 16, 16, 9, 30, 9, 30, 16, 20]"
-3,ccf6a55aad6249339847236865e7deae,81,,,,,,,,,,,,,,,
-2,ccf6a55aad6249339847236865e7deae,81,,,,,,,,,,,,,,,
-1,ccf6a55aad6249339847236865e7deae,81,3,1,33.33333333333333,54,13.333333333333334,27.0,27.0,27,27,30.0,20.0,81,7,"[27, 27]","[7, 20, 20, 54, 7, 54, 20, 7, 81]"
0,ccf6a55aad6249339847236865e7deae,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,23.5,54,7,[],"[7, 27, 20, 20, 54, 27, 7, 54, 20, 7, 27, 54]"
1,ccf6a55aad6249339847236865e7deae,81,5,1,20.0,0,0.0,nan,nan,nan,nan,21.6,20.0,54,0,[],"[27, 27, 0, 20, 20, 0, 20, 7, 54, 0, 54, 7, 7, 27, 54]"
2,ccf6a55aad6249339847236865e7deae,81,6,1,16.666666666666664,0,0.0,nan,nan,nan,nan,18.0,13.5,54,0,[],"[11, 11, 20, 54, 20, 0, 54, 0, 7, 7, 54, 20, 0, 16, 7, 11, 16, 16]"
3,ccf6a55aad6249339847236865e7deae,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,12.0,42,3,[],"[17, 17, 7, 12, 7, 42, 7, 3, 17, 20, 7, 20, 12, 12, 3, 7, 20, 42, 3, 42, 7]"
-3,b6e3f855690c499c9d42a2626a8ad905,81,,,,,,,,,,,,,,,
-2,b6e3f855690c499c9d42a2626a8ad905,81,,,,,,,,,,,,,,,
-1,b6e3f855690c499c9d42a2626a8ad905,81,3,2,66.66666666666666,60,14.814814814814813,30.0,30.0,30,30,29.333333333333332,16.0,84,8,"[30, 30]","[16, 8, 8, 8, 16, 84, 54, 16, 54]"
0,b6e3f855690c499c9d42a2626a8ad905,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,23.0,54,8,[],"[16, 8, 8, 8, 16, 30, 54, 30, 16, 54, 30, 54]"
1,b6e3f855690c499c9d42a2626a8ad905,81,5,1,20.0,0,0.0,nan,nan,nan,nan,21.6,16.0,54,0,[],"[0, 16, 0, 16, 30, 30, 8, 0, 16, 8, 8, 54, 54, 54, 30]"
2,b6e3f855690c499c9d42a2626a8ad905,81,6,0,0.0,0,0.0,nan,nan,nan,nan,18.0,8.0,46,8,[],"[8, 8, 8, 30, 46, 8, 46, 8, 8, 8, 8, 46, 8, 8, 30, 8, 30, 8]"
3,b6e3f855690c499c9d42a2626a8ad905,81,7,0,0.0,0,0.0,nan,nan,nan,nan,15.428571428571429,8.0,36,2,[],"[8, 6, 30, 8, 8, 18, 6, 2, 30, 36, 18, 18, 6, 8, 8, 2, 36, 36, 8, 2, 30]"
-3,13c89be4492d43e89f0309d074e9f76d,81,,,,,,,,,,,,,,,
-2,13c89be4492d43e89f0309d074e9f76d,81,,,,,,,,,,,,,,,
-1,13c89be4492d43e89f0309d074e9f76d,81,,,,,,,,,,,,,,,
0,13c89be4492d43e89f0309d074e9f76d,81,4,0,0.0,0,0.0,nan,nan,nan,nan,27.0,25.5,39,18,[],"[30, 18, 18, 39, 39, 21, 21, 18, 30, 21, 39, 30]"
